"id","title","authors","venue","year"
"8txJTgQprC8J","Subgrain Boundary Migration in Aluminum","SF Exell, DH Warrington","Phil. Mag.,",1972
"Oux2xJaj8C8J","JFM","R Avalos, F Plunian, KH Radler",,2005
"hwbKafmfgp0J","XML Schema Mappings for Heterogeneous Database Access","SR Collins, SB Navathe, L Mark","Information &amp; Software Technology,",2002
"asDIUt-HutMJ","G. Baker. Relacs: ACommunication Infrastructure for Constructing Reliable Applications in Large- ","O Babaoglu, R Davoli, LA GiachiniandM","Proc. 28th Hawaii International Conference on SystemSciences",
"D4c-PGdLBH0J","J and Taylor A 1937","AJ Bradley","Phil. Mag,",
"lgvXa0QOAtgJ","D. Lehman On the Advantages of Free Choice: A Symmetric And Fully Distributed Solution to the Dining ","MO Rabin","Proc. of ACM PoPL,",
"boW4aUh4EmsJ","Book-based Approaches to Raising Literacy Levels in Developing Countries","WB Elley","International Journal of Educational Research,",2001
"7o_t0gOqs-UJ","Extension of two return stroke models to consider the influence of elevated strike objects on the  ","S Guerrieri, F Heidler, CA Nucci, F Rachidi, M  ","Proc. Int. Conf. EMC,",
"dciQxfEhsnsJ","The Growth of Honors Programs in Small and Community Colleges.","JW Jackson","New Directions for Teaching and Learning,",1986
"kPLdwaD664sJ","Is Slack Good or Bad for Innovation?","N Nohria, R Gulati","The Academy of Management Journal,",1996
"eGGYzphkqosJ","Unifying approach to observers for regular and singular systems","PN Paraskevopoulos, FN Koumboulis",,
"dB1R_YRFtqsJ","The Shark-Search Algorithm. An Application: Tailored Web Site Mapping","M Hersovici, M Jacovi, YS Maarek, D Pelleg, M  ","WWW7 / Computer Networks,",1998
"WPwddc9X3C0J","Floating-point arithmetic and message authentication","DJ Bernstein","submitted for",
"dDD-PIIJJnQJ","Early administration of inhaled corticosteroids for preventing chronic lung disease in ventilated  ","V Shah, A Ohlsson, HL Halliday, MS Dunn","Cochrane Database Syst Rev,",2000
"5BqkP_g3Qe4J","Threat and authoritarianism in the United States, 1978â??1987","RM Doty, BE Peterson, DG Winter","Journal of Personality and Social Psychology,",1991
"VxBkKifjoBMJ","A control system architecture for intelligent systems","J Albus","Procs. of the 1987 IEEE Intl. Conf. on Systems, Man and  &hellip;,",
"9RETCIIspp8J","Nonlinear programming: a historical view","HW Kuhn","ACM SIGMAP Bulletin,",1982
"jfpHzxXlUoMJ","Reconsidering Insurance for Punitive Damages","T Baker","WISCONSIN LAW REVIEW,",1998
"BY19bSCDqswJ","Bleeding injuries in professional football: estimating the risk for HIV transmission.","S Brown, D Drotman, A Chu","Journal of Emergency Medicine,",1995
"DJiyWg5SpgAJ","Functional categories in the noun phrase","A Szabolcsi","Approaches to Hungarian,",
"HkJjqR8LJM0J","The ANL/IBM SP Scheduling System","DA Lifka","LECTURE NOTES IN COMPUTER SCIENCE,",1995
"u-wPganDZukJ","A 0.13-Âµ m CMOS NOR Flash Memory Experimental Chip for 4-b/cell Digital Storage","R Micheloni, O Khouri, S Gregori, A Cabrini, G  ",,
"PZL9LQddiKIJ","The savanna vegetation of Wisconsin and an application of the concepts order and complexity to the  ","JR Bray",,1955
"unmDJ297qHgJ","Program Evaluation as an Adaptive System.","HG Petrie","New Directions for Higher Education,",1982
"qzQAGGqs8pYJ","Johns Hopkins Univ. Press, Baltimore","M Computations","MD,",
"W0L9nOcuhmIJ","Bulk-Loading Technique for Object Databases and an Application to Relational Data","SA Yahia, S Cluet, C Delobel","Proc. VLDB Conf,",
"eXq8y31EbnsJ","Recent advances in endoscopic mucosal resection for early gastric cancer","K Hosokawa, S Yoshida","Gan To Kagaku Ryoho,",1998
"Sv7nTtw1gWwJ","et. aI.,&quot; The Cedar Database Management System,&quot;","M Brown","Proc. 1981 ACM-SIGMOD Conference on Management of Data, Ann  &hellip;,",
"ovOAkgHdGJkJ","Salient stills from video","L Teodosio, W Bender","Proceedings of ACM Multimedia,",
"wYjcw9dg5lIJ","Past Postmodernism? Reflections and Tentative Directions","MB Calas, L Smircich","The Academy of Management Review,",1999
"PSE-sKS82TcJ","DECT-standard demo puts full-motion video over cordless-telephone link","P Fletcher","Electronic Design,",
"u0vEwwSS6cQJ","A CommonLisp API and facilitator for ABSI (revision 2.0. 3)","N Singh",,1993
"OIKVQrnCswsJ","andR. C. Willianmson, Estimating the support of a high-dimensional distribution","B Scholkopf, JC Platt, J Shawe-Taylor, AJ Smola","Technical Report, MSR-TR-99-87, Microsoft Research,",
"Kr2VyEi_wvIJ","Coherent anti-Stokes Raman scattering (CARS): technique and application to biophysical studies; the  ","T Scholten",,1989
"O3R6jm_YE2kJ","Super-scalar processor design","MJ William","Technical report, Stanford University, 1989. 122 Andr e Seznec, ",
"ieG7LdBV2DoJ","Grazing intensities, vegetation, and heifer gains: 55 years on shortgrass","RH Hart, MM Ashby","JOURNAL OF RANGE MANAGEMENT,",1998
"yR-Zh_yHZI0J","The O 2 Object-Oriented Database System","F Bancilhon","Proceedings of the 1992 ACM Sigmod-International Conference ",
"tKZZIIJyaTwJ","3D Mapping of an Interactive Synthetic Environment","R Ladner",,
"nnA0x9qdh08J","Real Time Obstacle Detection in Stereo Vision on non Flat Road Geometry through â??V-Disparityâ??  ","R Labayrade, D Aubert, JP Tarel",,
"yAO5SGpCOG8J","Grizzly bear food and habitat in the front ranges of Banff National Park, Alberta","D Hamer, S Herrero","International Conference on Bear Research and Management,",
"3QJR7Zl3VjYJ","GYO reductions, canonical connections, tree and cyclic schemas and tree projections","N Goodman, O Shmueli, YC Tay","Proceedings of the 2nd ACM SIGACT-SIGMOD symposium on  &hellip;,",1983
"2lnCF7WeWrIJ","Teaching and Learning as Multimedia Authoring: The Classroom 2000 Project","GD Abowd, CG Atkeson, A Feinstein, CE Hmelo",,
"SiWxemotHasJ","Knowledge Based Design Systems","E Mark, F Miller","Computer Research Laboratory. MIT. July,",
"KUxASe8E1e8J","PASSIVE MICROWAVE AND DOPPLER RADAR REMOTE SENSING OF MIDâ??TO HIGH LATITUDE PRECIPITATION","AP Proposal",,2004
"LC2Apv5uJmsJ","On the Eve of the Geography National Curriculum: implications for secondary schools","M ROBERTS","Geography,",
"d2yo1cRLRYUJ","Organization, communication, and control in the GALAXY-II conversational system","S Seneff, R Lau, J Polifroni","Proc. Eurospeech,",
"c6WEifREfYEJ","La repoblaciÃ³n del cedro rojo (Cedrela mexicana MJ Roem.) por diseminaciÃ³n artificialâ??ventajas  ","E Reyna-Jaimes","&hellip; , Fifth World Forestry Conference, Seattle, Washington,  &hellip;,",
"xlBgWodbfT8J","An Amateurâ??8 Introductton to Recur-8tve Query Processmg","F Banclllhon, R Ramakrlshnan","&hellip;  of the 1986 ACM-SIGMOD International Conference on the  &hellip;,",
"793tIMxuVZoJ","Irrigation management transfer in Nigeria: A case of financial sustainability for operation,  ","IK Musa","International Conference on Irrigation Management Transfer,",
"NpXWsMpK_HYJ","Terror Management and Aggression: Evidence That Mortality Salience Motivates Aggression Against  ","HA McGregor, JD Lieberman, J Greenberg, S Solomon, ","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1998
"qNTFT9j6cYwJ","Connecticut post-time limit tracking study: three-month survey results","JA Hunter-Manns",,1998
"aAi3GO6ACCAJ","T., Varmus, HE 1973","A Haase","Demonstration of a DNA provirus in the lytic growth of visna",
"hwvhP8NrwBMJ","The role of verbal self-instructions in childrenâ??s resistance to temptation","M Hartig, FH Kanfer","Journal of Personality and Social Psychology,",1973
"41JVFAFbIrMJ","A Simulation Method for Predicting Packaging Mechanical Reliability with Low k Dielectrics","L Mercado, C Goldberg, S Kuo",,
"b0-TGcrBtjEJ","Functional outcome following total knee athroplasty revision: a meta-analysis","KJ Saleh, DC Dykes, A Ravichandran, RM Saleh, K  ",,2001
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D1137846CI","Apollo 68020-based units bow.","T Henkel","COMPUTERWORLD.,",1985
"jo1vNivhn6wJ","The Properties of Charged V Particles","R Armenterosâ?¦","Phil. Mag,",
"COBjc5LCM4IJ","Synthesizing Monitors for Safety Properties","K Havelund, G Rosu","LECTURE NOTES IN COMPUTER SCIENCE,",2002
"url:http://portal.acm.org/citation.cfm%3Fid%3D130868.130878%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222","Functional completeness in object-oriented databases","P Mishra, M Eich","ACM SIGMOD Record,",1992
"tByjCUdeXT0J","Office of Solid Waste and Emergency Response. 2002a","USEP Agency","Assessment Demonstration Pilots: Background",
"XXJXQ3iJSRAJ","An implementation of a query language supporting path expressions","SM Dintelman, AT Maness","Proceedings of the 1982 ACM SIGMOD International Conference ",
"url:http://portal.acm.org/citation.cfm%3Fid%3D339388%26dl%3DACM%26coll%3Dportal%26CFID%3D11111111%26CFTOKEN%3D2222222","Analysis of the phenomenon of several slow start phases in TCP (poster session)","C Barakat, E Altman","Proceedings of the 2000 ACM SIGMETRICS international  &hellip;,",
"UoPiPEgRR2YJ","Crash Recovery in Client-Server Exodus","M Franklin, M Zwilling, CK Tan",,1992
"gwzsmoM3Z5YJ","The Development of a User Classification Model for a Multi-cultural Society","M Streicher, JL Wesson, AP Calitz","at SAICSIT,",
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DENV%26recid%3D7901465","Ammonia Production Rate and its Application to Fish Culture System Planning and Design","PB Liao","Proceedings of the Northwest Fish Culture Conference 25 th  &hellip;,",1974
"lfrNEbPfRwgJ","F, Green MB and Srinivasan G 1977","S Edwards","Phil. Mag,",
"oF5eHRQh3xgJ","A modeling assessment of the thermal regime for an urban sport fishery.","JM Bartholow","Environmental Management,",1991
"lRRzFVaTCOcJ","NUCLEAR AND CYTOPLASMIC LOCALIZATION SIGNALS IN PROTEIN 4.1 R","I Correas, CM Perez-Ferreiro, MJ Lallena, CM Luque",,
"G1E5PwzwdSMJ","An Aspect of Query Optimization in Multidatabase Systems","C Lee, CJ Chen, H Lu","SIGMOD RECORD,",1995
"4PNV7eBzFm0J","Varying presentations of methemoglobinemia: Two cases.","CD White, LD Weiss","Journal of Emergency Medicine,",1991
"yi0fC_dpTUkJ","An Adaptive Hybrid Server Architecture for Client Caching","O DBMS, C Edmonton, RC Unrau, C Solutions, C  ",,
"90YbLGLAmCUJ","Some Experimental Results on D# str# buted Join Algorithms ma Local Network","H Lu, MJ Carey","Proc",
"hdGcAo81PygJ","Structural results for on-line learning models with and without queries, 1993","P Auer, PM Long",,
"vK60PflDGYMJ","In Structure, Function and Biosynthesis of Plant Cell Walls, WM Dugger and S. Bartinicki-Garcia, Eds ","RH Atalla","MD,",
"2YXXEyWJ4P0J","Remarks on positive solutions of some three point boundary value problems","JRL Webb","to",
"dqmR4pZd9oQJ","A principal-components analysis of the Narcissistic Personality Inventory and further evidence of  ","R Raskin, H Terry","Journal of Personality and Social Psychology,",1988
"ia0TlFAWM7MJ","Hovmo Ã¯ ller, S., and Rhyner, J., 1988","DN Wang, T Ishimasa, HU Nissen","Phil.",
"ZwZCcCu3_R0J","Role of Ga-flux in dislocation reduction in GaN films grown on SiC (0001)","CD Lee, A Sagar, RM Feenstra, CK Inoki, TS Kuan,  ",,
"BuTO0w6eyBEJ","Child mortality in Goa, a study of socio-economic and behavioural factors","SR Rao",,1994
"e_S873gjUWsJ","The Cash Flow/Investment Relationship: Evidence from US Manufacturing Firms","SC Vogt",,
"jzd9dxY6hpwJ","A 1.5 Mb/s interframe codec with motion compensation","T Koga, A Hirano, K Iinuma, Y Iijima, T Ishiguro","Proc. Int. Conf. Commun,",
"G2O5m3L4-YUJ","Analogical hierarchy: exemplar-based modeling of linkers in Dutch nounâ??noun compounds","A Krott, R Schreuder, RH Baayen","Unpublished",
"RXLOgsTshF4J","Continuous K-Nearest Neighbor Search for Moving ObjectsÂ£","Y Li, J Yang, J Han",,
"nM3wj9zkMm8J","The emergence of developmental ily Investment Program","D Cicchetti",,1984
"rwcoEES-qDkJ","Canadian association of emergency physicians guidelines for the acute management of migraine  ","J Ducharme","Journal of Emergency Medicine,",1999
"TpBXMLTbuAEJ","Cocaine Dependence With and Without PTSD in the NIDA Cocaine Collaborative Study","LM Najavits, DG Gastfriend, JP Barber, S Reif, J  ","Unpublished manuscript,",
"6ydKVsOlfWMJ","Structure and petrology within Shuswap metamorphic complex, Revelstoke, British Columbia.","DB Craig",,1966
"url:http://www.csa.com/partners/viewrecord.php%3Frequester%3Dgs%26collection%3DTRD%26recid%3D0697559CI","Seismic bracing for computer room seen key.","NJ Cyr","COMPUTERWORLD.,",1983
"-KJJLp9JbcMJ","On Views and XML.","ACMS Anthology","SIGMOD Record,",1999
"oHUP9dCp9qkJ","Implementing I-structures at Cache Level Coherence Level","S Xiaowei, SA Boon",,1995
"1J26mBTxdS0J","Monitoring Streams - A New Class of Data Management Applications","D Carney, U Cetintemel, M Cherniack, C Convey, S  ","VLDB,",2002
"h54gNM4ChBAJ","Women at workâ??experiences and identity in rural East Germany","B Hoven","Area,",
"HgSuaW-dNhMJ","Mining System Tests to Aid Software Maintenance","H Agrawal, JJ Li, S London, WE Wong","IEEE Computer,",1998
"3-IlQ1zCXPYJ","Analysis of Recovery in a Database System Using a Write-Ahead Log Protocol","A Jhingran, P Khedkar","Proceedings of the 1992 ACM SIGMOD international conference  &hellip;,",1992
"XKe1CxvXQ8gJ","A Kinetic Theory of Adsorption","DC Henry","Phil. Mag,",
"ydUfQegLPX0J","Are Online Banks Profitable?","T Hoffman",,
"6YKL7sQWHgUJ","Combining Supervised Learning with Color Correlograms for Content-Based Image Retrieval","J Huang",,
"Tl1m32KlpBUJ","Database: Constraints and Triggers","N Gehani, HVJO as an Active","Proc. of 17th VLDB, Barcelona,",
"LAkxIFGnZzYJ","Chapter 8: Gnutella â??in Peer-to-Peer Harnessing the Power of Disruptive Technologies, A. Oram, ed","G Kan",,2001
"GPi7eJTJyL0J","Navathe. Version Management of Composites Objects in CAD DataBases","A Rafi, B Shamkant","Proceedings of ACM SIGMOD",
"lBtvII9MshcJ","Higher Education: A Global Community","P Cranton","New Directions for Teaching and Learning,",1997
"aZVMs4L5EQMJ","On the oscillation solutions of parabolic differential equations of neutral type [J]","SZ Liu, YH Yu","Demonstration Mathematica,",
"ljdQJDqEiawJ","Structured Programming","OJ Dahl",,1972
"2UkizrzTncsJ","Information society-impacts in the organizational structure, in the telework and in the workersâ??  ","FAP Fialho","&hellip;  International Conference on Management of Engineering and  &hellip;,",
"SgIXTyCqCJUJ","Real Time Cryptanalysis of A5/1 on a PC","A Biryukov, A Shamir, D Wagner","LECTURE NOTES IN COMPUTER SCIENCE,",2001
"u1TfzpL6GkAJ","PARTICLE BALANCE STUDIES IN JET","J Bucalossi, T Loarer, V Philipps, D Brennan, P  ",,
"W4SdZbLvsAcJ","The murine Rb (6.16) translocation: alterations in the proportion of alternate sperm segregants  ","CA Chayko, PA Martin-DeLeon","Human Genetics,",1992
"fx2Yl4uZ5ogJ","Modeling Managerial Behavior: Misperceptions of Feedback in a Dynamic Decision Making Experiment","JD Sterman","Management Science,",1989
"url:http://portal.acm.org/citation.cfm%3Fid%3D171926.172001","Upgrades: easier than you think","C Barr","PC Magazine,",1993
"nO_-A29kpRMJ","Aldous Huxley and the art of satire: a study of his prose fiction to Brave New World.","PE Firchow",,1965
"Zs6s1kUTyqoJ","Hopanoids. 1. Geohopanoids: the most abundant natural products on earth","P Albrecht, G Ourisson","Acc. Chem. Res,",
"j1iEdaDjbYsJ","User's Manual","V Basic","Microsoft Corporation,",
"8i4I4K2N5dMJ","Application of the I-PentaMAX CCD Camera for Auroral Spectrum Observations","LP Borovkov, SA Chernouss",,
"url:http://www.springerlink.com/index/K311T8245228264J.pdf","Journal reorganization: Peter Apers, Jim Gray, Stanley Su, new editors-in-chief of theVLDB journal","HJ Schek","The VLDB Journal The International Journal on Very Large  &hellip;,",1994
"G3uWfFGo4BYJ","Kindred Spirits? The Benefits of Egocentrism in Close Relationships","SL Murray, JG Holmes, G Bellavia, DW Griffin, D  ","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",2002
"tHBn0KEDMp8J","Biogeographic patterns of two independent Hawaiian cricket radiations (Laupala and Prognathogryllus)","KL Shaw","See Ref,",
"Ub_85f4CEKMJ","In vitro assay for neutralizing antibody to hepatitis C virus: Evidence for broadly conserved  ","B Bartosch, J Bukh, JC Meunier, C Granier, RE  ",,
"uCEgcd6rC-gJ","An Incremental Type Inference System for the Programming Language Id. MasterÃ¢â?¬â?¢ s thesis","SA Gupta",,1990
"alcbM2dl1PMJ","Large Networks with Small Diameter","M Sampels","Proceedings of the 23rd International Workshop on Graph- &hellip;,",1997
"mt-SaBp9iu4J","A multibase transaction model for interbase","A Elmagarmid, Y Leu, W Litwin, M Rusinkiewicz","Proc. of the 16th International Conference on VLDB,",
"XXmSbQSO7i4J","Recent foreign immigration to Ireland-a case study of the German community on the Iveragh Peninsula, ","E Bauer","Geography,",
"FYQQ9h0uCEQJ","Manual of articulation and phonological disorders","K Bleile","Singular San Diego,",
"CFjExtypOCYJ","The temperature variation of the thermal conductivity of Pyrex glass","RWB Stephens","Phil. Mag,",
"YTHrukhAmhgJ","Maintaining Perceptions of Control: Finding Perceived Control in Low-Control Circumstances","SC Thompson, A Sobolew-Shubin, ME Galbraith, L  ","JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY,",1993
